kinetics example 1: constant-pressure ignition,
0.00046,2527.63,0.114192,101325,0.0400618,0.015901,0.00575513,0.0155107,0.0221101,0.26081,4.50816e-06,2.4456e-07,1.75198e-38,-2.41957e-39,-1.07288e-38,-6.06021e-40,1.00526e-39,-2.3532e-40,1.81658e-29,1.8682e-29,3.0228e-35,2.31129e-37,-1.37042e-40,-4.51149e-43,1.29107e-41,-4.05616e-50,-1.29993e-48,2.13144e-49,-1.74941e-49,-1.71905e-49,-1.08077e-50,-1.19932e-47,-1.35923e-48,2.21801e-49,1.89372e-07,2.10083e-08,2.69869e-09,1.91845e-09,3.13148e-08,0.000173501,2.25054e-08,1.43189e-07,1.1864e-08,8.11459e-40,3.49886e-38,1.84466e-43,-2.82605e-43,1.52834e-41,4.42868e-40,8.23076e-38,1.47613e-38,0.639673,0,1.55477e-67,7.01619e-69,1.79721e-51,9.15267e-50,
0.00047,2540.87,0.113721,101325,0.0394053,0.0151689,0.00551217,0.0151698,0.0218859,0.262296,4.45007e-06,2.46436e-07,1.61095e-40,-8.98197e-41,-5.03616e-41,-2.88827e-42,-5.96316e-40,-5.43948e-41,1.80307e-29,1.88576e-29,2.86493e-35,2.28309e-37,-5.41519e-42,-4.79232e-43,-1.68089e-42,1.66445e-51,6.10505e-50,-7.86521e-51,-2.45621e-50,4.3419e-52,-1.23127e-52,-1.10647e-48,-8.22793e-50,1.38556e-50,1.98023e-07,2.18611e-08,2.95214e-09,2.15766e-09,3.0085e-08,0.000187899,2.51296e-08,1.50601e-07,1.28043e-08,7.23085e-40,3.47149e-38,1.75528e-43,-1.29995e-44,2.63819e-42,5.29689e-40,9.25266e-38,1.62527e-38,0.640369,0,7.3299e-69,3.83186e-70,3.5699e-54,2.371e-51,
0.00048,2552.77,0.113303,101325,0.0388004,0.0145224,0.00529596,0.0148601,0.0216714,0.263648,4.40284e-06,2.48657e-07,-1.06868e-40,1.67709e-40,-2.63759e-40,-1.96573e-41,-2.73337e-40,5.14096e-41,1.79023e-29,1.90224e-29,2.72802e-35,2.27524e-37,-1.64728e-42,-3.08782e-43,-5.96151e-43,-4.75132e-52,-1.6046e-50,-7.70031e-51,-3.73073e-50,-2.06592e-50,-4.30777e-52,-1.57172e-48,-6.47958e-50,2.72183e-50,2.06108e-07,2.27462e-08,3.21454e-09,2.41034e-09,2.89856e-08,0.000202579,2.78598e-08,1.57841e-07,1.37791e-08,7.95297e-40,3.85061e-38,1.81353e-43,4.32607e-45,1.39686e-43,6.13258e-40,1.04648e-37,1.79466e-38,0.640994,0,1.86291e-68,8.881e-70,-1.41479e-53,9.30806e-51,
0.00049,2563.49,0.11293,101325,0.0382434,0.0139497,0.00510311,0.0145784,0.0214676,0.264878,4.36409e-06,2.51104e-07,-3.26459e-40,2.33989e-40,-2.20758e-41,-2.8134e-42,2.59838e-40,1.00705e-40,1.77805e-29,1.9177e-29,2.60874e-35,2.26278e-37,1.01599e-41,3.2888e-43,1.25446e-42,2.98806e-51,1.07295e-49,4.17557e-51,6.75989e-51,-1.36819e-50,-2.27381e-52,1.82623e-48,4.53284e-49,-3.18153e-51,2.13658e-07,2.36493e-08,3.48365e-09,2.67449e-09,2.80012e-08,0.000217501,3.06823e-08,1.64861e-07,1.47834e-08,8.69362e-40,4.25132e-38,1.90353e-43,5.5579e-45,3.82711e-43,7.09121e-40,1.17474e-37,1.96979e-38,0.641557,0,-7.26572e-70,-7.53266e-71,-1.29993e-53,-6.36403e-51,
0.0005,2573.14,0.112596,101325,0.0377311,0.0134409,0.00493075,0.0143219,0.021275,0.265999,4.33195e-06,2.53685e-07,1.30934e-40,1.29491e-40,-1.37243e-40,-1.37722e-41,-1.47695e-40,-7.53819e-41,1.76653e-29,1.93219e-29,2.50442e-35,2.23765e-37,7.01255e-43,-6.82185e-44,3.07179e-43,-1.92237e-51,-6.66603e-50,1.92103e-50,1.04973e-49,4.54285e-50,9.3463e-52,1.77736e-48,-3.58391e-49,-7.79039e-50,2.20707e-07,2.45593e-08,3.75729e-09,2.94801e-09,2.71182e-08,0.00023263,3.35837e-08,1.71624e-07,1.58126e-08,9.4938e-40,4.66274e-38,1.96289e-43,6.18131e-46,-2.36979e-43,8.07813e-40,1.30847e-37,2.14856e-38,0.642064,0,-3.94239e-68,-1.99396e-69,7.66191e-53,-2.45404e-50,
0.00051,2581.86,0.112298,101325,0.0372603,0.012988,0.00477644,0.0140881,0.0210938,0.267019,4.30503e-06,2.56326e-07,1.52557e-39,-1.6525e-40,-5.43164e-40,-3.57248e-41,1.27277e-40,1.30497e-40,1.75567e-29,1.94573e-29,2.41292e-35,2.22134e-37,3.04527e-42,5.50888e-44,3.51493e-43,-8.70641e-51,-3.26546e-49,-4.15412e-50,-1.66806e-49,-8.8814e-51,-3.75333e-52,-1.47771e-47,-1.14025e-48,2.02781e-49,2.27291e-07,2.5467e-08,4.03344e-09,3.22875e-09,2.63254e-08,0.000247934,3.65513e-08,1.78103e-07,1.68625e-08,1.0363e-39,5.07596e-38,2.03639e-43,-2.0752e-46,1.90588e-42,8.81829e-40,1.44683e-37,2.32933e-38,0.642521,0,7.87699e-68,4.1631e-69,-2.34737e-52,7.50619e-50,
0.00052,2589.73,0.112029,101325,0.0368281,0.0125838,0.00463809,0.0138748,0.0209239,0.267949,4.28224e-06,2.58971e-07,1.7974e-39,-9.57909e-40,7.08519e-41,1.25295e-41,1.34075e-39,1.34719e-40,1.74547e-29,1.95835e-29,2.33238e-35,2.24114e-37,3.31384e-41,1.8054e-42,4.39589e-42,2.93047e-50,1.0683e-48,9.85895e-51,-2.14881e-49,-2.46869e-49,-4.46516e-51,3.02952e-47,5.41082e-48,1.15477e-49,2.33447e-07,2.63655e-08,4.31021e-09,3.51458e-09,2.56128e-08,0.000263387,3.95737e-08,1.84276e-07,1.79293e-08,1.10802e-39,5.49153e-38,2.1649e-43,-9.1475e-45,4.46891e-42,1.02948e-39,1.58844e-37,2.51069e-38,0.642934,0,7.6477e-68,3.82131e-69,-1.6454e-52,-5.32284e-50,
0.00053,2596.85,0.111789,101325,0.0364316,0.0122227,0.00451388,0.0136803,0.0207651,0.268795,4.26274e-06,2.61576e-07,-7.29144e-39,-1.17594e-39,5.48221e-39,4.38961e-40,1.93541e-39,-7.98895e-40,1.73591e-29,1.9701e-29,2.26134e-35,2.27432e-37,1.40743e-40,4.15427e-42,7.34798e-43,1.1046e-50,4.97908e-49,5.75659e-49,3.25733e-48,1.54837e-48,3.09218e-50,-8.49547e-47,-1.69706e-47,-3.56238e-48,2.39211e-07,2.72494e-08,4.58595e-09,3.80349e-09,2.49715e-08,0.000278964,4.26401e-08,1.90129e-07,1.90094e-08,1.06531e-39,5.82696e-38,2.2012e-43,-1.79585e-44,2.38052e-41,1.18012e-39,1.73159e-37,2.69278e-38,0.643307,0,-1.28543e-66,-6.75011e-68,1.10023e-51,-9.17758e-49,
0.00054,2603.29,0.111572,101325,0.0360682,0.0118994,0.00440224,0.0135028,0.0206172,0.269567,4.24588e-06,2.64108e-07,6.79403e-32,2.15624e-33,1.4774e-33,8.62486e-35,9.33358e-34,1.35902e-34,1.78371e-29,1.9733e-29,-7.7842e-34,-3.94636e-33,5.15898e-35,-5.52727e-36,-1.9807e-36,1.09104e-50,3.90614e-49,-7.46852e-50,-8.25287e-50,6.23401e-50,1.17502e-51,-2.6476e-48,1.49333e-48,-9.37735e-50,2.44617e-07,2.81149e-08,4.85919e-09,4.09356e-09,2.43941e-08,0.000294645,4.57412e-08,1.95656e-07,2.00997e-08,-7.43451e-35,-4.44512e-34,-2.14936e-38,2.65182e-37,-7.86417e-36,-3.51724e-36,-1.04751e-34,-5.34658e-35,0.643644,0,-1.34886e-67,-4.09095e-69,-3.57832e-52,3.55176e-50,
0.00055,2609.11,0.111377,101325,0.0357355,0.0116097,0.00430179,0.0133407,0.0204798,0.270269,4.23115e-06,2.66545e-07,-1.93842e-30,-4.84138e-32,-2.33758e-32,-1.08394e-33,-4.35101e-33,1.47679e-34,4.12285e-29,2.14412e-29,5.43239e-33,-2.104e-32,3.21594e-33,-3.08175e-35,-1.54275e-35,-2.25171e-49,-8.15889e-48,5.76563e-51,2.81993e-50,2.27417e-51,3.1159e-52,-6.95301e-49,-2.25829e-49,-1.21367e-49,2.49698e-07,2.89589e-08,5.12872e-09,4.38309e-09,2.38738e-08,0.00031041,4.88685e-08,2.00853e-07,2.11976e-08,-1.83933e-32,-2.57242e-31,-1.38333e-36,1.13724e-36,3.29129e-34,-2.13817e-33,-4.42648e-32,-1.72375e-32,0.643948,0,2.66279e-69,-2.74441e-70,1.02688e-52,1.51086e-50,
0.00056,2614.39,0.111201,101325,0.0354311,0.0113498,0.00421132,0.0131927,0.0203523,0.270909,4.21816e-06,2.68868e-07,1.26975e-30,-6.76606e-33,-3.13675e-32,-2.67495e-33,-5.40011e-32,-1.18969e-32,-8.70722e-29,1.76927e-30,-4.74387e-32,-8.33551e-32,-1.84726e-33,-6.25621e-35,9.84847e-35,3.401e-49,1.11219e-47,6.0901e-51,1.80081e-50,4.83423e-51,6.21297e-52,1.41318e-48,2.32293e-49,5.66379e-50,2.54483e-07,2.97798e-08,5.39349e-09,4.67054e-09,2.34047e-08,0.000326245,5.20148e-08,2.05724e-07,2.23007e-08,-2.03028e-32,-8.91547e-32,-1.18102e-36,-1.74387e-35,1.86623e-34,5.22102e-34,2.67937e-32,-1.11222e-32,0.644223,0,-2.19901e-69,-3.49324e-70,3.36977e-53,-7.53844e-52,
0.00057,2619.16,0.111042,101325,0.0351529,0.0111162,0.00412978,0.0130575,0.0202343,0.271491,4.20662e-06,2.71069e-07,9.11299e-31,8.2762e-32,9.6662e-32,6.49055e-33,7.39288e-32,1.27497e-32,-1.24839e-28,-4.95272e-29,2.30584e-32,1.48576e-31,1.83936e-33,8.79174e-35,2.07029e-34,-8.25683e-49,-2.78794e-47,-3.43437e-51,5.42745e-51,-8.00268e-51,-1.37389e-51,-4.42213e-48,-2.46513e-48,-3.29462e-49,2.59003e-07,3.05764e-08,5.6527e-09,4.95458e-09,2.29815e-08,0.000342136,5.51735e-08,2.10273e-07,2.3407e-08,3.21785e-32,1.23891e-30,4.45169e-36,1.02254e-35,1.83424e-33,1.1527e-32,3.08594e-31,6.20215e-32,0.644471,0,2.82865e-69,2.84795e-70,-7.11581e-52,-1.59197e-50,
0.00058,2623.48,0.110899,101325,0.0348988,0.0109063,0.00405623,0.0129341,0.0201252,0.272021,4.19626e-06,2.73139e-07,5.76023e-30,1.62029e-31,-4.69206e-33,-2.98283e-33,-1.10925e-31,-2.00529e-32,-2.54569e-28,-1.61166e-28,1.53635e-32,-2.03157e-31,-2.58352e-33,-1.0892e-34,-6.94518e-34,1.68492e-48,6.58963e-47,2.50227e-50,8.05343e-50,8.56128e-50,5.69593e-51,5.93038e-48,1.56454e-48,6.61165e-49,2.63281e-07,3.13481e-08,5.9057e-09,5.23408e-09,2.25994e-08,0.000358071,5.83394e-08,2.14509e-07,2.45147e-08,6.38877e-33,-5.09838e-31,-2.75539e-36,-1.30516e-35,-1.76343e-33,-2.67669e-33,-1.82959e-31,-2.05001e-32,0.644696,0,-2.75638e-68,-1.61156e-69,1.10217e-51,8.12966e-51,
0.00059,2627.4,0.11077,101325,0.0346669,0.0107174,0.00398983,0.0128213,0.0200246,0.272503,4.18691e-06,2.75076e-07,3.11945e-31,-2.79506e-31,-6.16382e-31,-4.46485e-32,-4.5696e-31,-1.71118e-32,-8.15163e-30,-1.40199e-28,-4.34583e-32,-1.30485e-30,-1.57773e-32,-6.44554e-34,-1.75144e-33,5.91467e-49,7.7951e-48,-1.15371e-49,-5.94483e-49,-2.08634e-49,-4.67234e-52,-5.72417e-48,-4.60307e-48,-9.90464e-48,2.67342e-07,3.20949e-08,6.15204e-09,5.50811e-09,2.22544e-08,0.00037404,6.15078e-08,2.18444e-07,2.56224e-08,-5.08781e-32,-9.75787e-31,4.67629e-36,-2.15896e-35,1.20518e-33,-1.92423e-32,-2.13832e-32,-4.59849e-32,0.644898,0,6.68286e-68,1.60495e-69,1.92643e-51,-5.02889e-50,
0.0006,2630.94,0.110654,101325,0.0344555,0.0105473,0.00392986,0.0127182,0.0199318,0.272941,4.17842e-06,2.76882e-07,-8.19271e-31,-3.02198e-32,2.6821e-32,7.29489e-33,5.09769e-31,1.72093e-31,-4.3135e-29,-9.31677e-29,5.90304e-32,2.0486e-31,1.0632e-32,4.8054e-34,1.5297e-33,-5.87248e-48,-2.17406e-46,-5.37579e-50,-2.56624e-49,-1.62306e-49,-6.0058e-51,-3.54458e-47,-1.45683e-47,-7.5943e-48,2.71209e-07,3.28172e-08,6.39139e-09,5.77595e-09,2.19428e-08,0.000390035,6.46748e-08,2.2209e-07,2.67289e-08,1.39361e-32,1.79461e-30,7.61779e-36,-1.48596e-36,8.63491e-33,2.28889e-32,4.97468e-31,7.56056e-32,0.645081,0,2.94829e-68,9.75479e-70,-1.73321e-51,-1.43561e-49,
0.00061,2634.15,0.110549,101325,0.0342628,0.010394,0.00387564,0.012624,0.0198464,0.27334,4.17065e-06,2.78556e-07,-4.39036e-30,-7.12266e-31,3.09703e-31,2.94017e-32,1.98501e-30,5.04732e-31,-3.34102e-29,-6.96441e-29,-1.65572e-31,1.29814e-30,3.36929e-32,2.07898e-33,7.97332e-33,-1.43886e-47,-7.22892e-46,-7.06591e-49,-3.0373e-48,-2.72482e-48,-1.28119e-49,-2.1529e-47,4.22533e-48,-1.56593e-47,2.74899e-07,3.35156e-08,6.62357e-09,6.03701e-09,2.16611e-08,0.000406048,6.78373e-08,2.25461e-07,2.78332e-08,-1.31101e-31,8.97518e-31,1.12275e-35,-1.2698e-35,-1.26757e-32,8.24381e-32,1.82955e-31,-3.41794e-32,0.645246,0,1.19946e-67,1.64211e-69,-3.99739e-51,-6.25745e-49,
0.00062,2637.06,0.110454,101325,0.0340874,0.0102558,0.00382661,0.0125379,0.0197678,0.273702,4.16352e-06,2.80105e-07,1.86275e-31,3.29529e-31,1.67771e-30,1.12682e-31,-2.08447e-30,-1.77962e-30,-2.98111e-29,-6.02964e-29,-2.04327e-32,2.6647e-30,-1.96344e-33,-1.05376e-33,-7.46369e-33,4.89541e-47,2.12773e-45,3.58347e-48,1.79299e-47,7.03726e-48,2.07533e-49,2.64837e-46,1.13688e-46,2.32712e-46,2.78432e-07,3.41909e-08,6.84852e-09,6.29091e-09,2.14065e-08,0.000422073,7.09926e-08,2.28571e-07,2.89344e-08,5.87625e-32,3.27886e-30,-2.0229e-35,2.5499e-35,-1.57771e-32,-8.29413e-32,5.90018e-31,2.10799e-31,0.645395,0,-1.88185e-66,-6.03964e-68,-6.96567e-51,8.8544e-49,
0.00063,2639.69,0.110368,101325,0.0339278,0.0101311,0.00378223,0.0124592,0.0196955,0.274031,4.15694e-06,2.81532e-07,1.13723e-29,2.97622e-30,-1.77689e-30,-1.69217e-31,-8.15192e-30,-9.66338e-31,7.97492e-29,-2.32449e-29,6.56334e-31,-6.87137e-30,-1.48591e-31,-8.91499e-33,-3.30073e-32,1.58219e-47,9.35725e-46,-7.75797e-49,-9.29719e-48,5.73542e-48,3.25791e-49,-2.58645e-46,-8.84178e-47,-3.88336e-46,2.81822e-07,3.4844e-08,7.06624e-09,6.53736e-09,2.11762e-08,0.000438105,7.41386e-08,2.31436e-07,3.00321e-08,3.94809e-31,-2.60933e-30,-4.23018e-35,7.89584e-35,-3.90142e-32,-2.99018e-31,-1.77021e-30,7.56509e-32,0.64553,0,3.30939e-66,1.64318e-67,4.88344e-50,4.99193e-48,
0.00064,2642.07,0.11029,101325,0.0337827,0.0100186,0.00374205,0.0123872,0.0196291,0.27433,4.15085e-06,2.82843e-07,1.68072e-30,1.65268e-30,4.61778e-31,8.64023e-32,1.48324e-30,1.77847e-30,4.85487e-29,2.21651e-29,5.67039e-31,-9.19896e-31,5.75463e-32,1.19199e-33,-3.04762e-33,-5.57893e-47,-1.77356e-45,-4.20923e-48,-1.25593e-47,4.48604e-48,1.66419e-49,-5.27246e-46,-1.67219e-46,-3.30103e-46,2.85085e-07,3.54761e-08,7.27684e-09,6.77625e-09,2.09678e-08,0.00045414,7.72735e-08,2.34071e-07,3.11256e-08,-1.68276e-32,-1.10245e-29,-4.75449e-35,3.95618e-35,5.63991e-32,-1.8303e-31,-2.22139e-30,-4.17304e-31,0.645651,0,2.32904e-66,1.34887e-67,-1.1557e-49,-3.11664e-49,
0.00065,2644.23,0.11022,101325,0.0336508,0.00991691,0.00370564,0.0123213,0.0195681,0.274602,4.14518e-06,2.84044e-07,5.31641e-30,-5.14994e-30,-8.77646e-30,-5.71622e-31,2.37594e-29,1.29931e-29,8.58268e-30,3.11584e-29,-1.13979e-30,-5.85579e-30,1.40357e-31,1.76652e-32,1.14152e-31,-1.94172e-46,-8.79669e-45,-4.28508e-47,-2.02754e-46,-9.24022e-47,-2.48488e-48,2.19483e-45,1.86352e-46,9.20778e-46,2.88233e-07,3.60881e-08,7.48048e-09,7.00751e-09,2.07793e-08,0.000470172,8.03962e-08,2.3649e-07,3.22145e-08,-4.98598e-31,-1.65642e-29,1.2744e-34,-2.06195e-34,-1.11484e-31,2.71129e-30,-5.75042e-30,-1.64319e-30,0.64576,0,9.44559e-66,-4.42233e-68,5.81742e-50,1.80608e-47,
0.00066,2646.18,0.110157,101325,0.033531,0.00982509,0.00367262,0.0122609,0.0195121,0.274849,4.1399e-06,2.85143e-07,1.54528e-29,-1.65143e-29,-1.86533e-29,-1.41349e-30,1.40354e-29,1.1381e-30,6.06582e-29,3.09169e-29,-3.81526e-30,-5.47904e-30,-2.31911e-31,7.09266e-33,1.39198e-31,4.29703e-47,5.1077e-47,-2.04461e-47,-4.7875e-47,-1.13409e-46,-2.96821e-48,3.61647e-45,1.68345e-46,3.94593e-45,2.91277e-07,3.66813e-08,7.67736e-09,7.23122e-09,2.06086e-08,0.000486199,8.35056e-08,2.38709e-07,3.32988e-08,-9.16502e-31,-1.85578e-30,1.77109e-34,-5.18459e-34,2.9342e-31,1.97577e-30,4.61801e-30,-1.23105e-30,0.645858,0,-3.10521e-65,-2.36181e-66,9.7571e-50,-3.45777e-47,
0.00067,2647.95,0.1101,101325,0.0334223,0.0097421,0.00364268,0.0122056,0.0194607,0.275073,4.13496e-06,2.86144e-07,-1.46169e-30,-1.05076e-30,2.60864e-30,1.89642e-31,-3.11105e-30,2.57761e-30,5.29478e-29,4.86109e-29,-2.03905e-30,-2.14874e-30,-4.16219e-32,-2.21493e-33,-1.95383e-32,1.57462e-48,2.99724e-46,-4.99297e-47,-1.3605e-46,-9.45247e-49,-2.65501e-49,1.45886e-45,4.34115e-46,9.13347e-47,2.94229e-07,3.72568e-08,7.86773e-09,7.44748e-09,2.04541e-08,0.000502219,8.6601e-08,2.40741e-07,3.4378e-08,-1.40538e-31,-2.87168e-30,-4.83566e-35,9.19941e-35,-1.36281e-31,1.43197e-30,-2.22087e-30,-6.91859e-32,0.645946,0,1.71899e-65,9.67108e-67,-7.33914e-49,2.93848e-47,
0.00068,2649.55,0.110048,101325,0.0333237,0.00966706,0.0036155,0.0121549,0.0194136,0.275276,4.13032e-06,2.87055e-07,1.06648e-30,-2.09192e-29,1.09769e-29,1.08213e-30,-8.27597e-30,3.76934e-31,5.37194e-29,4.77747e-29,-2.31078e-30,2.4924e-31,1.70416e-31,5.18353e-33,-4.70518e-32,-1.13981e-46,-3.66882e-45,-4.19733e-47,-4.82633e-46,-3.42836e-47,-1.12639e-48,7.67177e-45,-5.55365e-47,4.75543e-45,2.97097e-07,3.78157e-08,8.05186e-09,7.65649e-09,2.03142e-08,0.000518228,8.96818e-08,2.42601e-07,3.54522e-08,-4.56305e-31,4.68998e-30,-6.85998e-35,8.1529e-35,-1.55357e-32,6.62515e-30,-2.12422e-30,5.1939e-31,0.646026,0,1.26774e-64,7.35775e-66,5.14428e-49,9.17956e-47,
0.00069,2651,0.110002,101325,0.0332344,0.0095992,0.00359081,0.0121085,0.0193702,0.275461,4.12597e-06,2.87883e-07,-2.13019e-30,-1.1496e-31,-7.3594e-33,3.52944e-33,1.53666e-31,-5.58964e-32,4.30473e-29,5.05394e-29,4.00764e-31,1.54768e-30,7.35566e-33,2.52686e-34,9.67105e-34,-3.18096e-47,-1.14176e-45,-7.63367e-48,-2.14537e-47,-2.20341e-49,-1.96725e-50,-2.61097e-46,-4.25214e-47,5.37105e-47,2.99889e-07,3.83591e-08,8.23004e-09,7.85847e-09,2.01874e-08,0.000534224,9.27477e-08,2.443e-07,3.65212e-08,-1.34785e-32,-4.26905e-31,-7.98491e-37,-1.76701e-35,6.74243e-33,-2.81545e-31,3.3363e-31,1.07847e-31,0.646097,0,2.50689e-66,9.75728e-68,-2.9255e-49,-1.19517e-47,
0.0007,2652.31,0.109959,101325,0.0331534,0.00953779,0.00356837,0.0120658,0.0193305,0.275628,4.12186e-06,2.88633e-07,1.70754e-30,1.28849e-31,1.34084e-31,7.35148e-33,-6.76905e-32,5.14054e-32,4.62236e-29,5.57417e-29,-1.53221e-31,-1.71527e-30,-8.88568e-34,-8.67121e-35,-7.69009e-34,2.94938e-47,1.21261e-45,5.79541e-48,2.12622e-47,-2.869e-49,-1.42064e-51,2.84374e-46,6.46129e-47,-9.31252e-47,3.02613e-07,3.8888e-08,8.40256e-09,8.05368e-09,2.00725e-08,0.000550206,9.57986e-08,2.45853e-07,3.75851e-08,-5.41696e-32,-6.10408e-30,-1.79928e-35,1.27527e-35,7.85005e-32,3.67886e-31,-2.76656e-30,-4.46992e-31,0.646161,0,-2.50468e-66,-1.32241e-67,1.60386e-49,1.49306e-47,
0.00071,2653.5,0.109921,101325,0.0330801,0.00948221,0.00354797,0.0120266,0.0192939,0.27578,4.11798e-06,2.89311e-07,6.91139e-31,5.39755e-32,6.65505e-32,3.89708e-33,-2.68053e-32,1.17127e-32,4.24181e-29,5.28509e-29,-5.78176e-32,-7.86186e-31,1.44399e-35,-2.70858e-35,-3.23749e-34,-6.31199e-48,-1.09105e-46,9.60908e-49,7.59966e-48,-1.15934e-49,5.22308e-52,-1.28149e-47,-6.78015e-47,-6.49503e-47,3.05275e-07,3.94035e-08,8.56974e-09,8.24241e-09,1.99684e-08,0.000566173,9.88344e-08,2.4727e-07,3.86438e-08,-1.39461e-32,-2.21618e-30,-6.72156e-36,5.09395e-36,2.63436e-32,2.03815e-31,1.05227e-32,-9.5279e-32,0.646218,0,-1.16879e-66,-6.39631e-68,-7.1879e-50,7.26466e-49,
0.00072,2654.57,0.109887,101325,0.0330138,0.00943189,0.00352941,0.0119906,0.0192604,0.275918,4.11431e-06,2.89923e-07,3.92554e-32,8.84244e-33,8.95268e-33,5.01013e-34,-2.4221e-32,-1.94145e-32,4.22337e-29,5.21085e-29,1.30787e-32,-2.28844e-31,-2.1985e-34,-1.67887e-35,-1.21022e-34,-2.21992e-47,-8.29467e-46,-2.10767e-48,-3.35278e-48,-3.8348e-50,6.33919e-52,-1.71018e-46,-8.56002e-47,-5.83213e-47,3.07882e-07,3.99065e-08,8.73187e-09,8.42496e-09,1.9874e-08,0.000582122,1.01855e-07,2.48562e-07,3.96976e-08,-7.52675e-33,-1.08332e-30,-2.37585e-36,6.837e-39,-1.8816e-33,3.19695e-32,8.68188e-32,-1.72392e-32,0.646269,0,-3.37717e-67,-2.03513e-68,-1.36938e-49,-9.12785e-48,
